playerid;overallrating;potential;birthdate;playerjointeamdate;contractvaliduntil;haircolorcode;eyecolorcode;skintonecode;headtypecode;bodytypecode;height;weight;preferredfoot;skillmoves;internationalrep;hashighqualityhead;isretiring;nationid;preferredposition1;preferredposition2;preferredposition3;preferredposition4;firstname;lastname;acceleration;sprintspeed;agility;balance;jumping;stamina;strength;reactions;aggression;interceptions;positioning;vision;ballcontrol;crossing;dribbling;finishing;freekickaccuracy;headingaccuracy;longpassing;shortpassing;marking;shotpower;longshots;standingtackle;slidingtackle;volleys;curve;penalties;gkdiving;gkhandling;gkkicking;gkreflexes;gkpositioning
209658;81;81;150595;159141;2026;3;5;2;2507;275;189;82;1;3;3;1;0;21;10;14;5;-1;Leon;Goretzka;69;81;74;71;82;69;84;82;83;84;84;77;80;74;80;76;69;84;81;83;75;83;80;83;75;74;76;60;13;8;15;9;11
209889;80;80;150184;160967;2026;3;4;4;0;8;170;71;2;4;3;1;0;38;7;14;3;16;Raphaël;Guerreiro;76;63;90;90;49;72;49;83;44;82;79;83;88;85;86;78;78;42;77;87;75;79;83;75;75;79;85;54;12;6;8;8;11
212622;89;89;150597;158045;2029;5;2;3;20;2;177;75;1;3;4;1;0;21;10;3;14;-1;Joshua;Kimmich;75;70;83;84;77;92;69;89;89;85;78;86;86;92;82;68;79;72;92;89;82;78;83;86;85;69;85;71;8;15;7;15;15
213331;87;87;150965;161676;2029;0;9;8;1000;6;195;94;1;2;4;1;0;21;5;-1;-1;-1;Jonathan;Tah;53;71;49;40;85;76;91;85;86;84;36;57;70;39;60;32;27;87;68;78;88;60;26;89;84;53;37;38;11;8;7;14;9
223885;80;81;151197;159872;2026;5;3;2;1521;5;193;86;1;1;2;1;0;21;0;-1;-1;-1;Alexander;Nübel;49;46;34;58;70;39;74;79;23;20;10;65;41;15;26;18;20;13;48;55;23;63;18;14;13;13;20;16;81;75;84;82;77
229558;86;88;151954;160241;2026;0;9;10;1035;6;186;90;1;3;3;1;0;18;5;-1;-1;-1;Dayot;Upamecano;76;78;66;65;85;73;87;86;88;87;47;58;79;48;73;39;28;83;78;79;86;64;42;84;82;33;36;39;6;7;8;9;15
234396;84;87;152691;159325;2030;0;9;10;1010;380;185;77;2;4;3;1;0;70;7;16;-1;-1;Alphonso;Davies;95;93;84;83;95;79;75;86;72;79;77;77;85;85;85;64;44;74;71;84;72;74;63;74;73;59;72;54;11;11;6;14;5
237086;82;82;151243;160984;2028;0;9;4;561;5;190;85;1;2;3;1;0;167;5;-1;-1;-1;Min Jae;Kim;73;73;65;65;82;79;85;81;86;88;48;57;67;35;57;23;23;80;69;76;80;51;37;84;81;24;36;30;13;7;11;11;14
241084;86;86;151302;161727;2029;0;9;6;2505;281;180;70;1;4;3;1;0;56;16;27;25;-1;Luis;Díaz;86;81;88;79;82;83;69;86;75;38;84;80;87;81;89;79;58;71;75;81;41;86;77;47;38;81;77;63;10;13;13;14;14
247827;88;90;153096;161339;2029;0;9;8;1005;1;180;78;2;5;4;1;0;18;12;23;18;-1;Michael;Olise;83;74;90;85;64;85;62;87;66;55;86;88;89;84;90;85;81;36;81;87;44;78;80;58;49;71;85;72;9;11;9;10;10
248266;77;79;152641;161178;2028;4;9;5;1023;2;178;76;1;3;1;1;0;18;3;14;-1;-1;Sacha;Boey;78;65;79;78;79;74;75;77;84;79;68;58;75;69;74;44;45;63;67;73;75;69;66;79;78;38;60;49;10;11;13;6;10
256790;88;92;153537;159844;2030;3;9;5;1039;1;186;75;1;5;4;1;0;21;18;16;14;25;Jamal;Musiala;85;75;94;93;80;73;61;89;59;65;88;84;85;70;94;86;59;75;79;87;64;80;82;66;61;75;75;61;6;9;8;11;8
263765;78;86;154390;161676;2029;3;5;2;1503;1;180;75;2;3;1;1;0;21;14;10;18;-1;Tom;Bischof;65;52;81;85;59;81;61;80;65;63;65;79;82;78;79;66;77;45;79;82;60;73;77;70;63;54;76;57;9;13;12;6;13
266236;70;81;154556;160427;2026;3;8;1;9;2;176;69;1;3;1;0;0;21;16;12;27;-1;Arijon;Ibrahimović;67;77;74;76;60;65;47;64;48;24;64;64;75;64;76;66;67;62;68;72;19;75;66;30;38;67;64;60;12;12;10;8;10
277823;73;79;152576;161022;2026;5;8;1;2019;5;190;89;1;1;1;0;0;26;0;-1;-1;-1;Daniel;Peretz;30;42;35;39;62;30;71;68;22;11;7;41;19;8;14;8;8;11;30;32;9;55;7;9;14;6;15;12;74;75;73;77;66
222104;78;80;151556;161333;2028;21;9;9;1039;4;197;80;1;2;1;1;0;14;5;-1;-1;-1;Tosin;Adarabioyo;63;76;42;35;84;68;84;76;78;77;35;60;75;43;62;40;33;76;73;77;78;60;54;80;77;30;53;37;14;11;11;9;8
228789;81;82;151611;161002;2030;0;3;7;1011;4;197;90;1;1;3;1;0;45;0;-1;-1;-1;Robert;Lynch Sánchez;55;65;45;35;75;40;77;79;35;15;12;55;45;13;20;12;13;15;50;52;20;59;12;17;15;12;13;17;82;79;78;82;80
229942;77;78;151724;161001;2026;0;9;10;1012;5;190;86;1;2;2;1;0;18;5;3;-1;-1;Axel;Disasi;50;60;43;40;83;58;88;75;76;76;47;55;66;48;55;43;30;80;66;72;76;70;40;77;75;45;48;43;12;8;11;6;8
239231;85;86;151857;160637;2028;19;4;2;39;2;174;66;2;3;3;1;0;45;7;14;-1;-1;Marc;Cucurella Saseta;78;77;82;83;87;89;70;85;85;83;76;77;80;81;78;61;63;73;79;82;83;73;63;85;84;55;79;57;13;7;9;11;10
242578;76;80;152835;160790;2030;21;9;10;1036;5;194;75;2;2;2;1;0;18;5;-1;-1;-1;Benoît;Badiashile;51;68;50;50;71;65;83;75;76;76;40;65;68;45;60;40;45;75;72;73;76;65;40;77;76;40;60;45;8;7;5;8;15
247090;85;88;152767;160816;2032;3;3;2;1556;2;178;76;1;3;3;1;0;52;14;10;18;-1;Enzo;Fernández;68;68;75;78;74;86;67;86;83;74;81;86;86;79;80;76;76;71;89;88;72;79;74;75;72;77;84;80;8;6;7;10;8
256079;88;90;153056;161011;2031;0;9;10;1037;2;178;73;1;3;4;1;0;57;10;14;-1;-1;Moisés;Caicedo;76;66;80;79;80;91;77;87;86;88;68;80;83;65;79;59;55;70;84;86;84;80;78;87;88;60;75;55;15;6;13;13;9
257534;86;89;153241;161029;2033;5;4;3;2022;4;185;76;2;4;4;1;0;14;18;12;14;-1;Cole;Palmer;76;75;80;78;71;81;60;87;55;50;85;88;88;85;87;82;81;60;85;87;50;85;83;50;40;70;86;90;7;6;10;14;14
259031;78;85;153519;161671;2031;2;7;3;4010;5;186;90;1;3;1;1;0;14;25;-1;-1;-1;Liam;Delap;76;81;70;63;88;70;84;77;83;22;79;59;78;55;78;80;52;73;50;69;29;85;74;25;23;78;68;77;8;9;10;10;11
259197;79;82;152921;160967;2026;21;9;10;1013;4;187;82;1;3;3;1;0;136;25;-1;-1;-1;Nicolas;Jackson;81;83;72;71;89;81;77;79;70;40;83;73;79;62;81;81;50;76;62;77;30;79;70;40;30;76;72;60;12;7;12;7;7
259307;79;84;153619;160814;2030;20;3;5;525;1;178;74;1;3;3;1;0;18;3;12;-1;-1;Malo;Gusto;87;81;84;77;74;85;68;76;76;76;75;74;77;79;77;30;50;53;74;76;75;65;50;76;75;45;76;45;10;6;14;11;8
260942;72;80;153471;160786;2026;0;9;10;3001;2;182;76;1;3;1;0;0;108;25;-1;-1;-1;David Datro;Fofana;85;80;78;70;85;65;78;68;68;17;72;57;73;60;76;73;50;66;50;66;22;73;63;22;18;65;62;68;14;6;10;10;14
230918;80;82;152205;158409;2028;0;9;9;1042;4;192;75;1;3;1;1;0;14;5;3;-1;-1;Trevoh;Chalobah;64;68;52;60;86;67;83;79;76;82;50;67;74;62;70;46;44;81;75;77;81;65;62;80;79;47;65;45;5;5;9;7;9
238074;83;85;152361;158654;2028;0;9;6;1006;3;180;91;1;3;3;1;0;14;3;10;-1;-1;Reece;James;75;76;66;71;89;68;87;84;83;82;74;78;82;88;78;67;83;77;81;83;83;85;70;83;82;67;83;65;8;12;7;11;13
238616;82;84;152453;161374;2031;3;3;2;17;21;174;62;2;4;1;1;0;38;12;16;23;-1;Pedro;Lomba Neto;92;90;88;88;74;81;65;80;68;40;79;80;82;80;83;77;72;50;67;78;40;80;75;40;25;73;79;65;6;13;7;6;12
248158;68;80;153981;160634;2028;3;2;2;3;5;193;89;1;1;1;0;0;95;0;-1;-1;-1;Gabriel;Slonina;43;47;50;45;63;35;70;68;40;13;10;50;25;10;15;10;12;11;30;25;20;47;10;11;12;10;11;13;70;64;63;70;65
248695;79;82;152736;160663;2029;0;9;7;1036;5;185;84;1;2;3;1;0;18;5;-1;-1;-1;Wesley;Fofana;69;78;65;60;78;67;81;77;83;81;40;60;72;42;71;38;44;77;69;75;79;48;38;81;80;40;50;46;14;12;9;6;14
261530;75;83;154284;161677;2033;0;9;9;4525;2;178;79;1;2;1;0;0;38;10;14;-1;-1;Dário;Cassia Luís Essugo;72;80;77;79;80;76;83;73;81;75;72;70;71;46;74;49;47;62;70;74;75;69;68;76;74;41;47;52;9;9;6;8;6
262859;80;84;153537;159746;2029;0;3;5;1519;4;187;83;2;2;3;1;0;14;5;-1;-1;-1;Levi;Colwill;66;73;60;62;84;77;79;78;84;81;50;73;77;65;70;38;36;79;72;79;81;60;40;81;80;36;67;40;15;14;8;14;10
263620;78;85;153851;161015;2030;21;9;9;1036;2;181;76;1;3;1;1;0;7;10;14;-1;-1;Romeo;Lavia;71;68;76;77;80;65;77;77;79;78;60;75;78;62;77;43;50;70;76;79;78;63;60;78;77;43;70;50;7;7;5;13;11
266032;78;85;154066;161702;2032;0;9;9;1016;1;179;77;1;4;1;1;0;14;16;27;-1;-1;Jamie;Gittens;94;90;90;87;64;79;54;77;43;29;77;64;80;69;87;75;44;42;57;71;26;79;68;22;30;65;72;53;6;5;12;8;7
266605;68;81;154202;161354;2030;0;9;6;1530;2;180;73;2;3;1;0;0;95;7;16;-1;-1;Caleb;Wiley;73;78;76;69;65;66;62;66;63;62;63;61;72;66;73;48;40;50;60;67;61;62;55;67;66;40;62;40;13;10;13;12;14
215441;85;85;150995;161350;2028;0;9;10;1023;5;187;82;1;3;3;1;0;118;25;-1;-1;-1;Serhou;Guirassy;73;71;76;77;90;84;85;85;76;33;88;79;85;65;82;86;67;86;72;83;42;90;78;44;36;83;76;80;11;8;12;8;12
229891;79;79;151610;160802;2028;15;2;2;68;2;183;82;1;2;2;0;0;36;3;7;12;-1;Julian;Ryerson;77;72;76;77;74;83;80;77;86;74;63;63;75;79;76;62;54;64;69;76;83;73;61;75;80;55;63;44;7;13;8;7;7
247819;86;88;152354;160602;2027;6;4;2;3507;5;191;86;2;2;3;1;0;21;5;-1;-1;-1;Nico;Schlotterbeck;77;72;68;64;92;74;87;85;85;84;58;72;72;70;74;51;55;86;86;78;87;81;67;88;87;56;67;38;8;10;8;13;14
204923;81;81;150269;160990;2027;3;5;1;2005;2;178;76;1;3;3;1;0;4;10;14;-1;-1;Marcel;Sabitzer;77;72;77;78;71;78;75;83;79;82;78;79;82;77;78;76;78;62;80;82;81;87;83;75;77;83;77;80;11;13;14;13;15
208333;82;82;150205;159738;2026;21;9;4;1515;6;186;86;1;3;3;1;0;21;5;10;14;-1;Emre;Can;67;85;65;72;81;76;86;79;91;78;70;69;75;63;73;71;64;82;74;77;79;85;78;86;85;69;77;86;14;8;8;11;13
210772;71;71;149863;161698;2027;19;3;2;26;5;194;90;1;1;1;0;0;21;0;-1;-1;-1;Patrick;Drewes;30;29;31;48;65;41;77;68;35;21;13;39;18;15;12;14;14;15;28;25;16;50;12;15;16;15;18;26;73;70;67;70;71
212190;79;79;150804;160602;2026;15;5;2;4018;6;195;99;1;3;3;1;0;21;5;3;-1;-1;Niklas;Süle;45;72;34;44;72;52;92;79;77;80;42;66;72;54;69;36;40;75;78;76;79;78;64;80;81;59;43;35;15;7;14;15;7
212194;83;83;151046;159506;2026;4;2;1;17;1;185;83;1;4;3;1;0;21;18;14;-1;-1;Julian;Brandt;67;79;83;82;69;85;72;82;44;56;82;86;85;78;84;76;78;54;83;85;49;82;78;29;39;81;82;55;11;16;11;9;8
224196;80;80;150664;160967;2027;0;5;3;2508;5;187;82;2;3;2;1;0;97;5;7;-1;-1;Ramy;Bensebaini;72;73;67;67;88;77;78;76;82;74;66;63;82;73;78;72;62;84;68;77;74;70;65;82;88;57;67;86;6;13;14;14;7
229476;83;83;151125;161340;2028;5;1;3;48;5;189;86;1;2;3;1;0;21;5;-1;-1;-1;Waldemar;Anton;64;73;56;60;85;79;86;83;86;82;54;70;70;52;64;42;39;79;73;79;87;60;45;86;78;38;39;48;11;12;12;13;13
235073;86;89;151629;160237;2028;6;2;1;526;5;195;88;1;1;4;1;0;47;0;-1;-1;-1;Gregor;Kobel;38;52;37;29;71;32;81;84;24;14;10;59;34;13;24;10;12;13;33;39;15;48;10;15;15;10;13;12;87;83;64;87;86
235407;74;75;151665;160602;2026;20;3;2;1503;3;182;79;1;2;2;1;0;48;10;14;5;-1;Salih;Özcan;75;66;76;83;84;73;78;72;82;76;64;64;71;62;72;59;53;71;69;73;74;65;53;76;73;51;59;57;13;7;9;11;9
241050;75;75;149200;160602;2026;19;2;3;57;5;195;88;1;1;1;1;0;21;0;-1;-1;-1;Alexander;Meyer;39;45;22;29;68;19;79;74;22;8;7;36;19;13;17;8;10;11;29;31;20;59;9;10;9;6;12;12;72;71;79;76;74
246863;84;86;152668;160969;2028;0;9;6;1037;5;194;80;1;4;3;1;0;21;14;10;-1;-1;Felix;Nmecha;78;86;77;75;93;79;90;84;85;82;78;78;85;64;85;75;55;83;85;85;79;85;80;85;79;67;72;57;6;10;12;8;13
248478;75;81;153012;161550;2026;3;9;2;4016;5;188;82;1;1;1;0;0;21;0;-1;-1;-1;Diant;Ramaj;28;29;31;42;58;38;64;69;32;15;18;67;44;17;30;16;18;12;51;53;15;62;18;15;15;20;22;24;75;71;83;78;73
251852;82;86;153133;160602;2027;0;9;7;1000;1;180;77;2;4;3;1;0;21;12;27;18;23;Karim;Adeyemi;96;96;86;81;93;77;67;82;59;31;82;74;80;73;84;81;62;75;69;74;25;86;76;34;49;71;69;70;12;12;7;7;12
254117;79;84;153405;161375;2029;2;8;1;8;4;185;72;1;3;1;1;0;21;25;18;16;-1;Maximilian;Beier;86;86;82;77;77;84;53;79;54;45;82;68;82;67;80;82;51;72;60;74;51;80;76;39;33;75;74;65;6;8;8;13;6
259075;79;83;153269;161698;2030;21;3;4;1505;7;168;60;1;4;1;1;0;54;3;12;-1;-1;Yan;Bueno Couto;85;72;85;90;54;77;51;75;66;74;75;75;87;82;85;63;43;44;74;83;75;65;58;73;80;54;77;55;9;6;13;11;8
259356;78;84;153773;161754;2030;0;3;8;1024;4;187;77;1;4;1;1;0;14;18;14;-1;-1;Carney;Chukwuemeka;75;75;79;78;69;64;76;79;57;59;74;77;82;72;86;70;52;59;74;79;55;72;63;66;74;63;71;60;12;12;9;10;11
270964;75;83;154477;161698;2030;21;3;5;1023;4;191;75;1;3;1;0;0;14;14;10;-1;-1;Jobe;Bellingham;68;71;70;73;85;84;77;69;80;73;70;74;77;64;77;69;59;68;74;76;71;72;68;75;76;65;65;56;10;10;13;11;15
177683;86;86;148353;161004;2026;3;3;4;1528;2;183;79;1;1;4;1;0;47;0;-1;-1;-1;Yann;Sommer;48;54;57;58;68;45;68;81;38;21;15;64;30;13;22;13;13;10;40;48;9;64;12;20;14;8;12;24;83;81;85;88;87
184392;78;78;148703;160237;2026;3;3;1;13;2;182;70;1;3;3;1;0;27;3;5;12;-1;Matteo;Darmian;68;74;79;75;75;72;64;79;84;76;78;70;78;74;72;60;40;75;74;81;79;69;60;81;76;65;75;49;6;7;7;7;12
192883;83;83;148388;160602;2026;0;9;2;2507;2;177;75;1;4;3;1;0;3;14;10;-1;-1;Henrikh;Mkhitaryan;79;75;81;80;77;84;67;83;82;75;83;84;85;76;82;78;69;68;82;86;71;81;76;74;70;79;83;72;5;11;14;7;5
210406;81;81;150333;161333;2028;20;2;2;49;2;180;75;1;3;3;1;0;37;14;10;-1;-1;Piotr;Zieliński;78;75;82;79;66;69;56;81;62;76;76;86;86;73;80;74;65;52;81;85;69;79;82;75;72;75;80;69;12;9;12;6;11
219715;68;68;150104;160979;2026;5;3;2;2020;5;186;80;1;1;1;0;0;27;0;-1;-1;-1;Raffaele;Di Gennaro;41;45;35;42;55;40;51;66;22;23;13;43;26;12;19;15;18;16;21;25;6;47;9;18;17;20;14;24;71;67;62;69;65
226268;85;85;151603;159145;2027;15;3;4;20;2;175;76;2;3;3;1;0;27;7;16;-1;-1;Federico;Dimarco;85;78;84;81;84;84;72;83;81;80;83;80;86;89;78;74;83;73;84;85;81;85;84;81;79;82;89;73;9;8;12;7;7
228093;85;85;151507;160967;2028;0;9;10;1036;5;192;90;1;3;3;1;0;18;25;-1;-1;-1;Marcus;Thuram;84;88;78;61;91;83;79;83;75;50;86;78;81;76;84;85;58;84;70;78;44;84;79;48;42;81;73;70;11;13;14;15;9
233096;84;84;151032;160281;2028;0;9;8;1024;5;188;80;1;2;3;1;0;34;3;12;-1;-1;Denzel;Dumfries;78;88;69;60;91;88;81;83;84;78;82;67;82;82;80;75;45;85;74;80;79;74;61;79;77;51;72;51;10;10;7;14;13
239807;81;83;152284;161333;2028;15;2;4;1508;2;178;74;1;3;3;1;0;27;14;10;-1;-1;Davide;Frattesi;84;80;78;75;82;80;68;83;79;74;85;81;83;67;79;79;65;71;79;83;70;76;74;77;72;71;71;66;5;10;8;10;11
243311;75;77;151801;161341;2029;19;3;1;2019;5;191;78;1;1;1;0;0;45;0;-1;-1;-1;Josep;Martínez Riera;24;30;32;22;54;42;58;75;24;11;11;52;11;12;8;6;12;11;24;27;15;50;7;13;15;6;11;18;75;71;67;74;76
258648;81;82;152026;161333;2028;20;2;2;8;2;184;78;2;3;3;0;0;54;7;5;16;-1;Carlos Augusto;Zopolato Neves;79;78;79;72;85;80;72;81;80;79;79;76;80;79;80;68;74;76;74;78;79;79;77;80;79;73;77;52;11;12;5;13;12
264699;74;79;153183;160967;2026;3;9;3;2505;2;179;70;1;2;1;0;0;1;10;14;-1;-1;Kristjan;Asllani;65;65;64;75;68;67;60;70;68;71;59;77;79;63;75;57;65;64;78;81;68;72;66;75;68;48;65;54;9;8;12;6;6
268534;75;81;153617;161750;2030;0;4;6;1036;5;187;81;2;3;1;1;0;18;14;10;18;-1;Andy;Diouf;75;78;74;70;78;77;77;73;73;69;71;74;77;59;81;64;63;60;76;76;66;77;74;70;65;58;68;56;10;15;13;10;9
268558;67;77;153598;161394;2026;19;8;1;9;4;196;80;2;2;1;1;0;52;5;-1;-1;-1;Tomás;Palacios;51;55;45;44;69;60;73;64;65;67;24;27;56;34;38;26;24;65;48;61;68;58;45;67;71;29;29;51;10;13;10;13;14
198176;83;83;149498;159141;2026;3;3;3;1511;304;189;78;1;2;3;1;0;34;5;-1;-1;-1;Stefan;de Vrij;63;61;60;60;81;68;74;83;79;83;31;70;74;49;66;25;36;82;74;83;88;65;60;86;82;27;45;41;8;10;7;13;14
199845;84;84;148042;160967;2026;6;3;4;2020;5;192;88;2;3;3;1;0;27;5;-1;-1;-1;Francesco;Acerbi;58;52;39;34;84;69;84;85;82;88;20;65;72;34;65;37;56;83;82;79;89;75;60;87;82;39;58;61;11;9;9;11;13
208128;86;86;150232;161333;2027;3;4;2;2020;2;178;69;1;4;4;1;0;48;10;14;-1;-1;Hakan;Çalhanoğlu;74;68;83;77;73;81;65;87;83;82;73;89;87;78;78;75;85;65;89;90;81;87;87;85;80;78;88;92;9;14;11;10;6
224232;88;88;151327;159934;2029;19;4;3;1512;8;175;68;1;3;4;1;0;27;14;10;-1;-1;Nicolò;Barella;85;78;91;88;77;91;68;91;89;86;84;86;87;82;85;77;67;62;87;88;82;80;79;85;80;80;82;73;11;5;13;11;14
229237;83;83;150758;160664;2026;0;9;7;1050;280;186;91;1;2;3;1;0;47;5;-1;-1;-1;Manuel;Akanji;74;79;66;54;82;71;85;84;82;82;37;65;77;55;74;38;59;79;78;81;85;75;48;88;83;42;54;40;10;9;13;9;6
231478;88;88;151523;159144;2029;21;9;4;1523;393;174;72;1;4;5;1;0;52;25;-1;-1;-1;Lautaro;Martínez;83;80;88;87;91;86;80;92;87;48;93;79;84;68;81;93;65;86;72;78;45;87;80;50;45;92;84;74;11;8;8;13;8
237383;87;89;152122;158836;2028;0;9;2;6;4;190;75;2;2;4;1;0;27;5;-1;-1;-1;Alessandro;Bastoni;71;77;64;60;88;83;81;89;83;88;47;72;83;75;77;40;41;86;84;84;87;59;48;90;84;44;64;55;11;5;9;12;11
241736;76;80;152718;160978;2029;0;9;9;1021;5;196;83;1;2;1;0;0;21;5;-1;-1;-1;Yann Aurel;Bisseck;75;76;69;68;89;74;81;74;74;74;59;60;76;54;73;54;38;78;68;73;74;67;59;76;74;44;52;49;8;7;8;11;5
247888;75;82;153298;159623;2026;19;4;3;2004;1;183;76;1;4;1;1;0;27;25;18;-1;-1;Sebastiano;Esposito;76;74;77;70;74;71;61;72;56;33;77;74;80;76;78;77;82;65;73;75;34;77;75;40;35;71;78;69;15;12;12;10;10
211320;75;75;150403;157895;2026;5;5;2;3503;4;190;86;1;2;2;1;0;27;5;-1;-1;-1;Daniele;Rugani;36;32;47;46;75;50;80;73;70;76;28;50;66;40;57;33;25;79;65;66;80;61;39;78;75;35;45;36;5;10;5;5;5
222077;84;85;151662;160967;2028;5;3;2;1500;5;185;75;1;3;3;1;0;27;10;14;-1;-1;Manuel;Locatelli;61;65;65;61;72;89;71;82;81;81;70;82;81;73;76;60;66;68;84;85;82;79;80;85;80;70;73;75;11;12;11;15;10
224422;75;75;151292;160991;2026;0;9;10;1021;2;172;68;1;4;1;1;0;108;27;25;16;-1;Jérémie;Boga;88;80;88;82;76;66;64;67;56;41;71;69;80;71;81;65;69;59;69;74;28;77;73;44;34;60;78;58;15;8;9;16;14
231512;77;80;151933;161698;2029;0;9;7;601;4;190;86;2;3;1;1;0;14;5;7;-1;-1;Lloyd;Kelly;68;69;55;55;85;79;80;72;75;73;63;64;75;66;69;37;44;78;72;74;76;58;42;79;78;39;55;50;7;8;8;12;11
236499;79;79;151783;161333;2026;0;9;7;1523;2;175;66;1;3;3;1;0;54;10;14;-1;-1;Douglas Luiz;Soares de Paulo;69;66;74;78;70;75;65;77;77;76;76;82;82;81;79;70;80;62;81;81;76;79;82;78;72;77;80;81;12;6;13;7;10
239580;86;86;151366;160621;2029;0;9;8;1519;6;187;84;1;2;4;1;0;54;5;-1;-1;-1;Gleison Bremer;Silva Nascimento;78;86;65;63;92;68;84;82;84;85;58;50;70;51;64;49;36;87;69;77;87;70;40;87;84;38;45;45;13;15;13;6;5
246656;74;78;152518;161333;2026;19;5;3;4024;5;192;87;1;3;1;1;0;46;3;12;-1;-1;Emil;Holm;80;85;55;57;84;78;82;72;75;67;71;63;74;74;74;57;40;65;64;70;66;71;60;69;69;54;62;59;7;12;11;9;5
257290;77;80;152387;161721;2026;0;4;1;2015;1;179;66;1;3;1;1;0;38;3;12;-1;-1;João Mário;Neto Lopes;85;83;79;75;78;83;60;75;61;72;74;73;78;79;76;60;47;70;68;73;68;68;61;69;69;58;57;67;9;5;10;12;10
268802;75;80;153695;160309;2028;6;5;3;1502;2;180;72;1;3;1;1;0;27;14;18;16;-1;Fabio;Miretti;74;73;78;77;66;76;68;77;76;69;68;76;78;74;76;60;69;49;75;78;67;66;68;71;69;70;74;65;11;9;6;12;14
189342;69;69;148807;157680;2026;3;3;2;2512;5;194;85;2;1;1;0;0;27;0;-1;-1;-1;Carlo;Pinsoglio;43;41;33;40;60;34;60;61;32;18;11;35;22;13;18;11;18;13;28;24;20;47;6;12;13;8;11;22;70;70;62;70;69
198009;78;78;149777;159141;2027;3;3;3;1502;4;188;77;1;1;2;1;0;27;0;-1;-1;-1;Mattia;Perin;57;56;53;30;63;30;52;74;25;19;12;45;23;11;19;11;13;12;31;33;20;53;17;12;19;19;15;21;78;78;71;78;79
205175;78;78;150252;160967;2027;6;4;2;1550;4;186;80;2;3;3;1;0;37;25;-1;-1;-1;Arkadiusz;Milik;48;52;69;62;79;45;76;78;67;36;83;78;83;63;76;81;81;82;64;75;35;82;78;34;32;80;76;79;9;16;16;6;15
208574;80;80;149768;160644;2026;0;3;2;25;2;184;84;2;3;3;1;0;51;16;7;27;-1;Filip;Kostić;79;82;76;78;78;78;77;77;76;69;78;78;81;84;80;71;78;59;79;80;70;85;78;74;72;75;82;66;13;14;12;13;12
235840;81;84;151497;161698;2029;18;2;3;3512;3;187;82;1;1;3;1;0;27;0;-1;-1;-1;Michele;Di Gregorio;55;57;55;55;69;36;68;69;26;15;9;65;35;13;30;9;14;11;50;50;21;59;18;16;12;11;17;17;82;78;79;85;83
238744;78;79;151894;160237;2026;0;9;7;5000;3;183;84;1;3;2;1;0;95;14;18;12;-1;Weston;McKennie;75;78;68;69;91;81;77;77;82;78;78;76;78;78;78;68;63;86;77;78;78;76;73;82;75;77;77;61;7;9;12;11;9
239763;79;80;152109;161760;2030;5;4;2;42;1;180;74;2;4;3;1;0;219;12;23;-1;-1;Edon;Zhegrova;90;79;90;84;66;65;63;74;54;20;75;77;82;78;87;69;74;36;70;76;32;78;75;21;18;62;82;51;7;11;6;7;12
240679;80;80;151713;161391;2029;19;7;1;12;2;183;77;2;3;3;1;0;34;18;14;5;-1;Teun;Koopmeiners;71;70;69;69;79;83;71;81;72;78;80;84;82;79;76;76;80;72;84;85;76;82;84;74;72;72;74;85;14;8;14;10;12
241496;77;78;152437;160967;2026;0;3;10;1021;1;182;66;1;3;1;1;0;95;12;3;16;-1;Timothy;Weah;86;88;86;74;76;70;59;79;72;66;76;69;75;75;77;74;53;67;72;75;68;79;76;69;70;74;74;60;7;9;12;14;15
243580;82;84;152431;160980;2026;0;3;7;1024;2;175;79;1;3;3;1;0;7;25;-1;-1;-1;Loïs;Openda;94;96;83;85;94;83;80;82;74;26;83;69;80;69;79;84;53;79;59;75;29;85;74;23;19;77;66;74;9;8;10;13;8
243630;81;84;152398;161701;2030;0;9;9;1003;2;178;81;1;3;3;1;0;70;25;-1;-1;-1;Jonathan;David;79;83;75;71;87;90;77;84;61;33;88;74;81;67;80;84;58;77;69;76;29;79;76;29;19;77;59;86;7;7;11;7;7
246430;81;84;152412;160448;2026;6;3;3;49;5;190;88;2;3;3;1;0;51;25;-1;-1;-1;Dušan;Vlahović;76;79;68;53;92;74;86;82;80;24;86;70;79;57;78;82;89;81;60;75;19;84;81;26;24;80;79;84;5;15;6;10;11
247246;81;85;152835;161341;2029;0;3;6;1010;4;192;80;1;3;3;1;0;18;14;10;-1;-1;Khéphren;Thuram;76;80;75;65;87;81;79;79;84;81;78;78;83;72;81;77;56;76;80;83;80;79;75;84;75;65;72;60;7;9;14;9;11
251870;74;79;152758;161350;2029;0;3;7;4525;5;186;79;2;3;1;1;0;56;7;5;-1;-1;Juan David;Cabal;71;73;67;62;82;54;74;69;71;72;46;62;70;70;63;37;39;73;75;74;70;42;35;77;81;30;65;44;10;7;8;7;6
255654;80;85;152541;161698;2029;0;9;9;1038;2;182;80;1;2;1;1;0;18;5;3;12;10;Pierre;Kalulu;76;83;73;69;83;76;73;80;80;82;60;59;74;70;64;43;44;75;65;77;82;66;59;83;79;54;65;49;12;5;13;11;9
258966;80;82;152435;160615;2027;6;4;5;2020;1;182;77;2;3;2;1;0;27;7;3;16;-1;Andrea;Cambiaso;79;79;78;71;75;78;68;78;71;74;78;79;82;82;81;68;60;62;75;80;77;75;75;79;76;72;76;46;13;7;7;13;13
