assetid;balltype;teamcolor1g;teamcolor1r;teamcolor2b;teamcolor2r;teamcolor3r;teamcolor1b;latitude;teamcolor3g;teamcolor2g;teamname;adboardid;teamcolor3b;defmentality;powid;rightfreekicktakerid;physioid_secondary;domesticprestige;genericint2;jerseytype;rivalteam;midfieldrating;matchdayoverallrating;matchdaymidfieldrating;attackrating;physioid_primary;longitude;buspassing;matchdaydefenserating;defenserating;defteamwidth;longkicktakerid;bodytypeid;trait1;busdribbling;rightcornerkicktakerid;suitvariationid;defaggression;ethnicity;leftcornerkicktakerid;teamid;fancrowdhairskintexturecode;suittypeid;numtransfersin;captainid;personalityid;leftfreekicktakerid;genericbanner;buspositioning;stafftracksuitcolorcode;ccpositioning;busbuildupspeed;transferbudget;ccshooting;overallrating;ccpassing;utcoffset;penaltytakerid;freekicktakerid;defdefenderline;internationalprestige;form;genericint1;cccrossing;matchdayattackrating
169;37;255;255;30;195;230;255;49;1;20;1. FSV Mainz 05;18;1;66;-1;244108;2;13;-1;2;1824;75;75;74;74;1;8;49;75;75;66;244108;1;34;77;216158;1;66;2;216158;169;0;2;0;216158;1;244108;0;0;0;0;49;12000000;41;75;50;1;221671;244108;0;12;0;-1;46;73
171;37;16;193;255;255;198;43;49;27;255;1. FC Nürnberg;18;38;59;-1;202087;2;10;-1;2;165;70;71;72;70;1;11;51;71;71;61;202087;1;16;42;202087;0;63;2;202087;171;0;2;0;208730;0;202087;0;0;0;1;49;6000000;68;70;37;1;202087;202087;0;10;0;-1;41;70
172;211;1;245;255;255;50;63;48;100;255;Unterhaching;1;255;46;-1;189209;2;5;-1;1;550;64;64;63;69;1;11;36;64;62;56;189209;1;16;52;189209;1;53;2;189209;172;0;2;0;211955;0;189209;0;0;0;0;37;500000;47;63;37;1;187076;189209;0;2;0;-1;47;69
175;37;176;106;255;255;90;35;52;225;255;VfL Wolfsburg;18;2;44;-1;206511;2;18;-1;2;485;79;77;78;78;1;10;50;75;76;67;206511;1;32;56;206511;1;61;2;228946;175;0;2;0;206511;0;206511;0;0;0;0;53;22000000;67;77;61;1;244261;206511;0;17;0;-1;75;78
180;43;25;25;255;255;15;112;56;40;255;Dundee FC;1;130;45;-1;173654;2;11;-1;2;100804;62;62;62;63;1;-3;73;63;63;46;173654;0;132;61;173654;1;51;2;173654;180;0;1;0;173654;0;173654;0;0;0;0;70;750000;76;62;61;0;235575;173654;0;4;0;-1;77;62
184;43;4;253;255;255;240;4;55;10;255;Hamilton Academical FC;3;12;28;-1;186842;2;9;-1;2;83;61;61;61;61;1;-4;71;60;60;24;223396;1;256;51;186842;1;39;2;186842;184;0;2;0;186842;0;186842;0;1;0;0;68;500000;79;61;79;0;186842;186842;0;3;0;-1;79;61
189;243;64;0;17;172;255;128;44;255;20;Bologna FC;9;255;74;-1;233556;2;12;-1;2;110374;75;75;75;76;1;11;38;73;74;70;242280;1;22;40;233556;1;80;2;233556;189;0;0;0;233556;0;242280;0;0;0;0;40;15000000;40;75;40;1;233556;242280;0;13;0;-1;40;76
190;202;129;0;255;255;0;253;45;129;255;Brescia Calcio;9;253;44;-1;173147;2;6;-1;2;39;66;68;67;68;1;10;53;69;68;55;173147;2;129;73;173147;1;47;2;173147;190;0;2;0;173147;0;173147;0;0;0;0;51;5000000;55;67;47;1;173147;173147;0;2;0;-1;73;70
191;240;0;197;255;255;50;11;47;60;255;RB Salzburg;16;124;75;-1;274445;2;20;-1;2;254;69;71;69;72;1;12;39;72;71;58;246402;1;160;48;252573;1;68;2;252573;191;0;2;0;274445;0;274445;0;0;0;1;38;13000000;38;70;38;1;274445;274445;0;10;0;-1;38;73
199;202;0;226;255;255;226;26;43;0;255;Perugia A.C.;1;26;25;-1;229276;2;6;-1;2;570;66;66;65;68;1;12;68;65;67;21;229276;1;16;42;199554;1;36;2;199554;199;0;2;0;186614;0;229276;0;0;0;0;72;3000000;66;67;46;1;186614;229276;0;2;0;-1;66;67
200;202;185;0;255;255;2;234;42;76;255;Pescara Calcio;9;161;60;-1;188876;2;10;-1;2;46;65;67;64;66;1;14;69;68;69;56;188876;1;0;70;170514;1;58;4;170514;200;0;0;0;105866;0;188876;0;0;0;0;67;4000000;72;68;62;1;105866;188876;1;5;0;-1;66;66
205;202;1;1;54;255;0;1;45;128;128;Venezia FC ;1;30;45;-1;242332;2;8;-1;2;206;66;68;67;69;1;12;38;70;69;63;242332;0;0;37;210384;0;43;4;242332;205;0;0;0;219956;1;242332;0;0;0;0;37;5000000;37;67;37;1;219956;242332;0;2;0;-1;37;71
206;243;229;255;148;0;0;7;45;62;76;Hellas Verona;9;117;45;-1;212127;2;10;-1;2;48;72;71;71;72;1;10;49;71;72;51;212127;1;0;60;195272;1;36;4;195272;206;0;0;0;213404;0;212127;0;0;0;0;53;8000000;51;72;36;1;213404;212127;0;3;0;-1;60;71
209;240;1;1;255;255;25;1;47;25;255;SK Sturm Graz;16;25;48;-1;241536;2;15;-1;2;254;69;67;68;68;1;15;50;65;67;62;241536;2;24;31;241536;0;57;2;241536;209;0;2;0;190589;0;241536;0;0;0;0;49;5000000;62;68;57;1;257340;241536;0;7;0;-1;31;67
210;38;112;0;6;229;255;202;49;255;5;Stade Malherbe Caen;7;255;28;-1;163804;2;11;-1;1;1738;72;74;72;75;1;0;68;75;74;35;163804;1;834;34;163804;0;25;2;163804;210;0;2;0;163804;1;163804;0;0;0;0;69;4000000;74;73;54;1;163804;163804;0;10;0;-1;34;75
212;55;42;30;28;228;255;99;46;255;28;La Berrichonne de Châteauroux;7;255;29;-1;192608;2;6;-1;2;110326;65;67;66;68;1;1;40;66;65;32;192608;0;320;39;192608;1;22;2;192608;212;0;0;0;206139;0;192608;0;0;0;0;40;500000;35;66;35;1;206139;192608;0;1;0;-1;35;68
217;55;111;255;1;1;255;4;47;255;1;FC Lorient;7;255;58;-1;230686;2;9;-1;2;74;70;70;70;70;1;-3;36;69;69;48;230686;1;6;53;230686;1;50;2;213367;217;0;2;0;213367;0;230686;0;0;0;0;38;7000000;58;70;38;1;213367;230686;0;2;0;-1;58;68
219;38;255;255;220;0;102;255;43;204;157;Olympique de Marseille;7;255;44;-1;240753;2;20;-1;2;73;79;78;80;78;1;5;35;76;77;51;240753;0;512;49;235875;1;66;2;235875;219;0;0;0;246147;0;240753;0;0;0;0;31;20000000;52;78;35;1;246147;240753;0;16;0;-1;40;78
223;211;255;255;0;0;255;0;35;255;128;AEK Larnaca;1;255;47;-1;161882;2;17;-1;1;130014;50;50;50;50;1;33;46;50;50;48;161882;1;0;53;217656;0;42;2;206393;223;0;0;0;206435;0;161882;0;0;0;0;53;2000000;57;50;54;2;206435;161882;0;8;0;-1;53;50
224;55;51;238;255;255;1;36;43;1;255;Nîmes Olympique;7;1;68;-1;240231;2;4;-1;2;70;67;68;68;69;1;4;39;69;68;42;240231;0;0;52;235981;0;62;2;235981;224;0;2;0;223138;0;240231;0;0;0;0;37;5000000;42;67;32;1;223138;240231;0;1;0;-1;72;70
226;55;221;255;94;9;234;23;47;234;35;FC Sochaux-Montbéliard;7;0;45;-1;215760;2;8;-1;2;1823;67;68;67;67;1;6;50;67;67;57;215760;0;16;40;215760;1;56;2;215760;226;0;2;0;213930;1;228544;0;0;0;0;53;2500000;57;67;56;1;215760;215760;0;1;0;-1;40;70
229;53;48;94;255;255;114;111;50;68;255;RSC Anderlecht;11;131;66;-1;212678;2;20;-1;2;232;71;73;69;75;1;4;37;72;74;37;212678;2;2;27;212678;0;57;2;212678;229;0;0;0;236918;1;212678;0;0;0;0;37;14000000;37;74;37;1;236918;212678;0;14;0;-1;37;74
230;53;29;238;250;250;253;29;51;65;250;Royal Antwerp FC;1;65;59;-1;226537;2;4;-1;2;675;70;70;69;70;1;4;67;71;72;45;226537;1;324;35;239306;0;63;2;239306;230;0;2;0;162221;0;226537;0;0;0;0;72;17000000;66;70;79;1;162221;226537;0;1;0;-1;35;73
231;53;105;3;1;1;255;180;51;255;1;Club Brugge KV;11;255;58;-1;200155;2;18;-1;2;229;75;74;75;73;1;3;49;74;74;61;200155;1;0;62;200155;1;41;2;200155;231;0;0;0;200155;0;200155;0;0;0;0;49;13500000;31;74;55;1;200155;200155;0;5;0;-1;61;74
232;53;0;204;255;255;180;12;50;30;255;Standard de Liège;11;42;66;-1;232823;2;17;-1;2;229;72;73;73;72;1;5;71;71;71;43;232823;1;4;73;232823;1;63;4;232823;232;0;0;0;238409;1;232823;0;0;0;0;70;8500000;74;73;69;1;238409;232823;0;5;0;-1;43;72
234;240;37;220;20;255;255;25;39;255;20;SL Benfica;25;255;66;-1;211368;2;20;-1;1;236;80;80;81;80;1;-9;38;79;78;43;211368;2;130;42;245235;0;63;2;245235;234;0;0;0;192366;0;211368;0;0;0;0;38;30000000;43;79;33;0;192366;211368;0;12;0;-1;43;82
236;240;95;0;255;255;30;167;41;70;255;FC Porto;25;150;66;-1;239482;2;20;-1;2;234;81;81;81;79;1;-8;51;81;80;40;239482;1;161;33;238896;1;60;4;238896;236;0;0;0;239482;1;239482;0;0;0;0;53;20000000;58;80;56;0;239482;239482;0;14;0;-1;70;79
237;240;101;2;255;255;30;73;39;140;255;Sporting CP;25;0;68;-1;227890;2;18;-1;2;234;79;78;78;80;1;-9;38;78;79;48;227890;1;510;53;227890;1;68;2;240950;237;0;0;0;197655;1;240950;0;0;0;0;38;18000000;48;79;38;0;240950;240950;0;8;0;-1;78;79
240;242;0;255;255;255;1;0;40;60;255;Atlético de Madrid;5;167;68;-1;194765;2;19;-1;2;243;82;84;83;86;1;-3;51;83;83;69;193747;0;766;79;194765;0;69;4;194765;240;0;0;0;193747;1;194765;0;0;0;0;52;65000000;68;84;53;-2;194765;194765;0;19;0;-1;39;87
241;242;57;3;60;154;255;128;41;231;0;FC Barcelona;5;0;75;-1;251854;2;20;-1;2;243;85;85;86;89;1;2;29;84;84;59;188545;0;750;53;233419;1;69;2;228702;241;0;0;0;192448;0;251854;0;1;0;1;29;60000000;60;85;39;1;188545;188545;0;20;0;-1;59;89
242;242;91;47;255;255;250;214;43;250;255;Real Club Deportivo de La Coruña;5;255;47;-1;199354;2;12;-1;2;450;77;77;77;79;1;-8;49;77;77;66;199354;1;72;59;199354;1;64;2;199354;242;0;0;0;226215;0;199354;0;0;0;0;51;9500000;66;77;64;1;199354;199354;0;12;0;-1;78;79
243;242;255;255;128;0;225;255;40;225;64;Real Madrid CF;5;255;76;-1;197445;2;20;-1;2;241;86;86;87;87;1;-3;36;85;86;49;197445;0;766;53;197445;1;79;2;197445;243;0;0;0;204963;0;197445;0;0;0;1;33;90000000;46;86;37;1;231747;197445;0;20;0;-1;79;86
244;242;72;12;255;255;244;182;41;244;255;Real Zaragoza;6;255;48;-1;162047;2;12;-1;2;1013;69;70;70;71;1;0;37;69;68;57;162047;1;128;54;198638;1;63;2;198638;244;0;2;0;162047;0;162047;0;0;0;0;39;2575000;39;69;39;1;162047;162047;0;3;0;-1;39;71
245;40;20;225;255;255;30;20;52;30;255;Ajax;14;30;68;-1;200260;2;20;-1;2;246;77;76;76;76;1;4;39;76;76;56;200260;0;136;51;200260;0;56;2;200260;245;0;0;0;200260;0;200260;0;0;0;1;36;33000000;36;76;36;1;200260;200260;0;15;0;-1;36;75
246;40;255;255;45;225;50;255;51;158;24;Feyenoord Rotterdam;14;50;46;-1;228010;2;17;-1;1;245;77;75;76;76;1;4;53;72;73;60;228010;0;128;40;236593;1;35;4;261224;246;0;0;0;199813;0;228010;0;0;0;0;52;15000000;60;76;35;1;199813;228010;0;13;0;-1;39;75
247;40;0;232;255;255;255;0;51;0;255;PSV Eindhoven;14;0;68;-1;253109;2;19;-1;2;245;76;75;77;74;1;5;37;73;73;35;253109;0;32;45;253109;1;55;2;253109;247;0;0;0;221992;0;253109;0;0;0;1;40;24000000;45;75;35;1;221992;253109;0;14;0;-1;45;75
252;240;1;1;255;255;204;1;48;1;255;LASK Linz;16;1;59;-1;201290;2;0;-1;2;254;64;64;64;62;1;14;51;66;65;33;201290;0;0;53;201290;1;51;2;201290;252;0;2;0;209196;0;201290;0;0;0;0;51;4000000;38;64;57;1;201290;201290;0;0;0;-1;63;62
254;240;145;41;255;255;52;117;48;195;255;SK Rapid Wien;16;130;44;-1;275638;2;19;-1;2;256;68;68;69;69;1;16;49;67;67;61;275638;1;33;49;244795;0;42;2;244795;254;0;2;0;193584;0;275638;0;0;0;0;49;3500000;61;69;42;1;193584;275638;0;8;0;-1;76;69
256;240;35;110;255;255;110;100;48;35;255;FK Austria Wien;16;100;48;-1;169343;2;19;-1;2;254;67;69;67;67;1;16;37;69;68;57;169343;1;49;54;161857;0;48;2;161857;256;0;0;0;227964;0;169343;0;0;0;0;39;3250000;34;68;34;1;227964;169343;0;8;0;-1;34;69
259;211;0;0;255;255;0;255;49;0;255;PFC Levski Sofia;1;255;50;-1;272022;2;20;-1;1;1917;50;50;50;50;1;17;50;50;50;50;272022;1;0;50;272022;0;50;2;272022;259;0;0;0;178766;0;272022;0;0;0;0;50;4000000;50;50;50;1;227561;272022;0;10;0;-1;50;50
260;242;89;0;255;255;244;169;28;244;255;CD Tenerife;6;255;46;-1;192490;2;8;-1;2;472;72;72;72;70;1;-16;37;69;69;47;192490;0;296;53;220395;1;47;2;220395;260;0;1;0;142499;0;192490;0;0;0;0;38;1730000;33;71;33;0;142499;192490;0;3;0;-1;73;70
263;211;0;255;202;0;255;0;43;255;101;HNK Hajduk Split;1;255;53;-1;232241;2;20;-1;1;130017;50;50;50;50;1;16;47;50;50;47;232241;1;0;53;218877;0;44;2;232241;263;0;0;0;271833;0;232241;0;0;0;0;54;1600000;60;50;46;1;271833;232241;1;9;0;-1;55;50
266;211;255;255;0;255;255;255;32;0;0;SK Slavia Prag;18;0;50;-1;253727;2;20;-1;1;267;50;50;50;50;1;35;50;50;50;50;253727;1;0;50;253727;0;50;2;269509;266;0;0;0;251116;0;253727;0;0;0;0;50;6000000;50;50;50;2;269510;253727;0;9;0;-1;50;50
267;240;12;190;26;250;0;22;50;102;166;Sparta Praha;19;179;48;-1;232446;2;10;-1;2;266;72;72;72;72;1;14;71;71;71;68;234983;0;0;64;232446;1;56;4;232446;267;0;0;0;257536;0;234983;0;0;0;0;67;7000000;78;72;66;2;257536;234983;0;4;0;-1;70;72
269;51;234;254;119;3;253;0;55;234;66;Brøndby IF;12;69;58;-1;172522;2;19;-1;2;819;70;69;70;69;1;12;52;70;70;57;172522;1;164;33;172522;1;59;2;172522;269;0;2;0;215684;1;172522;0;0;0;1;50;5500000;69;69;33;1;172522;172522;0;9;0;-1;37;69
270;51;0;197;255;255;193;0;56;5;255;Silkeborg IF;12;10;28;-1;199873;2;10;-1;1;1516;63;64;63;63;1;9;67;63;63;27;199873;1;288;56;213835;1;23;2;213835;270;0;1;0;229620;1;199873;0;0;0;1;73;600000;74;64;74;1;229620;199873;0;6;0;-1;54;63
271;51;51;51;255;255;59;102;56;49;255;Aarhus GF;12;99;43;-1;231132;2;11;-1;2;269;66;66;66;64;1;10;72;66;66;37;231132;0;0;50;231132;0;44;9;231132;271;0;2;0;193688;1;231132;0;0;0;0;71;600000;67;66;74;1;201271;231132;0;1;0;-1;70;64
272;51;100;28;255;255;68;162;55;147;255;Odense BK;12;242;49;-1;189431;2;16;-1;2;1516;64;65;64;67;1;10;72;63;63;61;189431;2;32;42;189431;0;40;2;189431;272;0;2;0;155541;0;189431;0;0;0;0;67;900000;71;65;70;1;189431;189431;0;1;0;-1;46;67
278;211;213;251;0;0;0;13;37;0;0;AEK Athens;1;0;75;-1;229153;2;16;-1;2;1884;63;62;63;63;1;23;32;60;60;42;229153;1;260;49;194354;1;75;2;194354;278;0;2;0;211300;1;229153;0;0;0;0;50;12000000;41;62;58;2;211300;229153;0;10;0;-1;32;63
280;211;0;234;255;255;255;24;37;0;255;Olympiakos CFP;1;0;59;-1;231887;2;20;-1;2;1884;75;75;75;75;1;23;36;74;74;63;231887;1;640;22;243686;1;57;2;243686;280;0;0;0;231887;1;231887;0;0;0;0;38;14000000;53;75;33;2;231887;231887;0;14;0;-1;73;75
284;211;255;255;0;0;255;0;32;255;0;Beitar Jerusalem;18;255;53;-1;230157;2;17;-1;1;130022;50;50;50;50;1;35;53;50;50;56;230157;1;0;53;230157;0;44;2;230157;284;0;0;0;168600;0;230157;0;0;0;0;44;700000;53;50;58;2;168600;230157;0;10;0;-1;54;50
294;38;85;0;255;255;28;242;48;141;255;ESTAC Troyes;7;255;46;-1;208835;2;8;-1;2;379;71;70;70;73;1;4;38;65;68;33;208835;1;20;31;201073;1;50;2;201073;294;0;2;0;209430;0;208835;0;0;0;0;36;6000000;56;71;36;1;209430;208835;0;8;0;-1;76;72
298;211;255;255;1;1;235;255;63;245;1;Rosenborg BK;13;245;46;-1;183336;2;20;-1;2;417;68;69;68;71;1;10;53;68;68;60;186267;1;129;52;183336;0;48;2;183336;298;0;2;0;172517;1;183336;0;0;0;1;50;1800000;60;69;48;1;172517;183336;0;9;0;-1;62;71
299;211;220;241;1;1;245;9;59;230;1;Lillestrøm SK;13;6;29;-1;228044;2;16;-1;2;920;62;63;62;61;1;11;71;64;64;38;182160;1;0;41;228044;1;29;2;228044;299;0;2;0;182160;0;228044;0;0;0;0;70;1200000;70;63;61;1;228044;228044;0;6;0;-1;45;61
300;211;32;21;255;255;233;60;58;27;255;Viking FK;13;32;59;-1;205214;2;16;-1;2;1463;64;64;64;67;1;5;50;61;61;66;205214;1;296;77;208581;1;60;2;205214;300;0;2;0;175789;0;205214;0;0;0;0;49;1300000;47;64;42;1;175789;205214;0;7;0;-1;56;67
305;65;49;222;1;1;222;49;53;49;1;Bohemian FC;34;49;47;-1;199021;2;11;-1;2;306;58;58;58;61;1;-6;53;57;57;40;199021;1;66;65;183765;1;39;2;199021;305;0;2;0;165932;0;199021;0;0;0;0;53;550000;40;58;39;0;199047;199021;0;2;0;-1;65;61
306;65;140;36;255;255;12;68;53;160;255;Shamrock Rovers;34;85;47;-1;206072;2;20;-1;2;305;60;60;60;59;1;-6;51;60;60;68;206072;1;16;50;206072;1;64;2;206072;306;0;2;0;180352;0;206072;0;0;0;1;53;750000;68;60;64;0;201419;206072;0;3;0;-1;50;59
312;211;121;34;255;255;4;201;55;60;255;Dinamo Moscow;38;151;44;-1;224719;2;17;-1;2;100767;71;71;71;71;1;37;38;72;72;38;224719;1;4;22;224719;0;51;2;224719;312;0;2;0;167575;0;224719;0;0;0;0;37;9500000;57;71;37;3;224719;224719;0;15;0;-1;57;71
315;211;21;217;132;41;194;33;55;19;52;CSKA Moscow;38;26;49;-1;208008;2;19;-1;2;100767;77;76;77;77;1;37;38;76;76;38;208008;1;136;48;208008;1;67;2;208008;315;0;1;0;148119;0;208008;0;0;0;0;38;15000000;53;76;33;3;208008;208008;0;16;0;-1;53;77
319;211;0;0;255;255;22;255;58;55;255;IFK Göteborg;15;222;49;-1;204845;2;20;-1;2;433;63;64;63;67;1;12;51;65;65;43;204845;0;264;45;191111;0;69;2;191111;319;0;2;0;184255;0;204845;0;0;0;0;53;800000;43;64;69;1;191111;204845;0;8;0;-1;45;67
320;211;181;17;255;255;138;234;55;197;255;Malmö FF;15;255;66;-1;199792;2;20;-1;1;319;69;69;69;70;1;13;51;69;69;55;199792;1;160;66;199792;1;55;2;199792;320;0;0;0;199792;0;199792;0;0;0;0;53;8000000;53;69;39;1;199792;199792;0;9;0;-1;55;70
321;211;87;29;255;255;60;160;56;60;255;Halmstads BK;15;255;48;-1;182496;2;6;-1;1;319;59;60;59;59;1;12;52;62;62;34;182496;0;0;53;226387;1;69;2;226387;321;0;2;0;191182;0;182496;0;0;0;0;51;1000000;34;60;69;1;240417;182496;0;2;0;-1;53;59
322;211;92;1;255;255;1;163;47;92;255;Grasshopper Club;17;173;45;-1;238011;2;15;-1;2;894;66;68;68;66;1;8;50;69;67;62;238011;1;88;77;238011;0;43;2;238011;322;0;0;0;199282;0;238011;0;0;0;0;50;5000000;62;67;43;1;238736;238011;0;7;0;-1;47;67
324;211;0;128;255;255;128;0;46;0;255;Servette FC;17;0;27;-1;206254;2;13;-1;2;110770;63;64;65;56;1;7;49;58;58;30;206254;1;10;64;206254;1;37;2;206254;324;0;2;0;206307;0;206254;0;0;0;1;51;4000000;66;62;69;1;206254;206254;0;6;0;-1;53;59
325;240;2;167;11;255;175;29;41;2;157;Galatasaray SK;37;45;26;-1;223959;2;20;-1;1;326;77;76;76;77;1;28;72;75;75;22;223959;2;177;67;234171;1;26;4;234171;325;0;0;0;232293;1;223959;0;0;0;1;72;16000000;63;77;63;2;201399;223959;0;14;0;-1;67;77
326;240;246;254;133;69;4;0;40;50;84;Fenerbahçe SK;37;187;47;-1;225403;2;20;-1;1;325;78;77;78;78;1;29;39;76;76;44;225403;1;506;51;225403;1;37;4;225403;326;0;0;0;235410;0;225403;0;0;0;1;36;14000000;51;77;31;2;235410;225403;0;14;0;-1;71;78
327;240;1;1;255;255;11;1;41;11;255;Beşiktaş JK;37;44;67;-1;216814;2;20;-1;1;326;79;79;79;79;1;28;36;80;80;43;216814;1;16;53;216814;1;63;4;216547;327;0;0;0;190113;0;216814;0;0;0;1;38;16000000;53;79;33;2;190113;216814;0;14;0;-1;73;80
347;202;0;255;0;255;255;0;38;0;255;U.S. Lecce;9;0;68;-1;271198;2;13;-1;2;1848;71;68;68;71;1;13;36;68;70;48;271198;2;1;38;239737;1;68;2;239737;347;0;2;0;247668;1;271198;0;0;0;0;38;6000000;48;70;38;1;247668;271198;1;9;0;-1;78;68
357;41;20;235;255;255;225;20;54;20;255;Morecambe FC;3;20;28;-1;224225;2;2;-1;2;110313;60;61;61;60;1;-3;67;59;57;35;224225;2;130;34;216226;0;36;2;216226;357;0;2;0;224225;0;224225;0;0;0;0;73;500000;78;60;80;0;224225;224225;0;1;0;-1;34;60
361;41;255;255;1;231;255;255;52;255;1;Stevenage FC;3;255;68;-1;188831;2;3;-1;2;1923;60;61;60;62;1;0;39;60;61;61;188831;2;0;36;188831;0;61;2;188831;361;0;2;0;225586;0;188831;0;0;0;0;36;600000;51;61;31;0;225586;188831;0;3;0;-1;51;62
378;55;23;238;255;255;255;30;48;0;255;Stade Brestois 29;7;0;59;-1;231612;2;9;-1;2;62;69;68;69;67;1;-4;36;69;69;58;231612;0;136;53;231612;0;60;2;231612;378;0;0;0;215410;0;231612;0;0;0;1;38;8000000;38;68;38;1;204105;231612;0;9;0;-1;38;67
379;55;0;255;255;255;242;0;49;0;255;Stade de Reims;7;0;35;-1;242914;2;10;-1;2;294;69;69;69;70;1;4;49;69;70;63;242914;1;64;42;232905;1;54;2;232905;379;0;2;0;232905;0;242914;0;0;0;0;48;9000000;56;69;40;1;232905;242914;0;10;0;-1;64;70
383;197;115;6;255;255;255;69;-23;255;255;Palmeiras FC;32;255;39;-1;275550;2;18;-1;2;598;76;75;76;75;1;-46;53;72;72;55;275550;0;64;35;201846;0;58;4;192693;383;0;2;0;192693;0;275550;0;0;0;0;65;8750000;68;75;59;-3;192693;275550;0;11;0;-1;65;75
393;211;5;5;255;255;25;5;40;25;255;PAOK;1;25;49;-1;220746;2;14;-1;2;280;71;72;71;77;1;22;49;71;71;41;220746;0;64;54;220746;0;48;2;220746;393;0;1;0;220746;1;220746;0;0;0;0;52;5000000;41;72;48;2;177553;220746;0;12;0;-1;54;77
394;211;0;255;255;255;0;0;41;0;255;Xanthi FC;18;0;52;-1;199199;2;14;-1;1;111306;68;66;68;67;1;25;35;63;63;53;275223;0;5;47;50030;0;52;2;50030;394;0;0;0;275213;2;209719;0;0;0;1;42;800000;45;66;44;2;275213;275223;1;10;0;-1;46;67
399;240;136;10;255;255;0;55;32;0;255;Maccabi Haifa;1;0;55;-1;164234;2;20;-1;0;130022;64;65;64;65;1;35;54;62;62;53;164234;0;10;57;164234;0;44;2;164234;399;0;0;0;164234;0;164234;0;1;0;1;53;5000000;46;65;45;-12;164234;164234;1;10;0;-1;47;65
417;211;86;2;255;255;56;158;62;139;255;Molde FK;13;222;29;-1;185394;2;18;-1;2;1755;67;67;67;64;1;7;67;68;68;20;185394;1;4;33;211365;1;24;2;201944;417;0;2;0;190491;0;185394;0;0;0;1;67;1350000;70;67;50;1;190491;185394;0;8;0;-1;40;64
418;211;0;204;255;255;220;1;69;5;255;Tromsø IL;13;10;48;-1;197954;2;14;-1;1;918;65;64;65;64;1;18;70;63;63;59;197954;1;0;51;197954;1;47;4;197954;418;0;1;0;189544;0;197954;0;0;0;0;66;800000;69;64;77;1;197954;197954;0;7;0;-1;51;64
420;211;0;206;255;255;17;12;50;73;255;Górnik Zabrze;26;147;48;-1;221791;2;13;-1;2;1871;64;65;64;66;1;18;67;63;63;64;221791;0;136;45;221791;1;59;2;221791;420;0;1;0;189010;0;221791;0;0;0;0;70;1875000;74;65;69;1;189010;221791;0;5;0;-1;65;66
422;65;174;7;255;255;222;85;51;49;255;Cork City;34;49;44;-1;210046;2;16;-1;2;306;61;60;61;61;1;-8;50;57;57;62;210046;1;16;42;210046;0;46;2;210046;422;0;0;0;195013;1;210046;0;0;0;0;50;850000;62;60;46;0;186869;210046;0;2;0;-1;42;61
423;65;49;222;255;255;210;49;53;30;255;St. Pats;34;40;67;-1;180351;2;14;-1;2;306;60;60;60;62;1;-6;49;59;59;47;180351;2;130;48;180351;1;67;2;180351;423;0;2;0;184980;0;180351;0;0;0;0;50;550000;66;60;31;0;180351;180351;0;2;0;-1;77;62
432;211;27;237;204;0;255;36;56;255;102;Helsingborgs IF;15;255;45;-1;203045;2;16;-1;1;320;63;64;63;65;1;12;60;63;63;40;203045;0;0;52;192261;0;62;4;192261;432;0;2;0;159001;0;203045;0;0;0;0;58;500000;49;64;60;1;169174;203045;0;7;0;-1;62;65
433;211;1;1;0;255;14;1;59;10;238;AIK;15;20;59;-1;202041;2;19;-1;2;710;70;68;70;69;1;18;50;68;68;31;206114;0;132;41;221665;1;57;2;221665;433;0;0;0;168317;0;202041;0;0;0;0;49;2500000;37;68;55;1;168317;202041;0;8;0;-1;41;69
436;240;6;171;255;90;95;52;41;175;170;Trabzonspor;37;215;75;-1;237239;2;17;-1;2;326;75;75;76;74;1;39;37;73;74;65;237239;2;145;55;205678;0;75;4;205678;436;0;2;0;205678;0;237239;0;0;0;0;40;13000000;35;74;35;2;205678;237239;0;13;0;-1;35;75
445;65;22;243;255;255;243;45;54;3;255;Derry City;34;38;45;-1;233865;2;13;-1;2;563;58;58;58;58;1;-7;53;58;58;60;233865;1;34;66;233865;1;40;2;225998;445;0;2;0;233865;1;233865;0;0;0;0;49;600000;60;58;40;0;225998;233865;0;2;0;-1;46;58
448;242;10;190;255;255;205;30;43;30;255;Athletic Club Bilbao;5;30;43;-1;256516;2;16;-1;2;457;79;78;77;80;1;-2;69;78;79;42;256516;0;132;58;256516;1;54;2;256516;448;0;1;0;244675;0;256516;0;0;0;1;73;21000000;72;79;64;1;216201;256516;0;16;0;-1;68;80
449;242;150;0;255;255;10;85;37;140;255;Real Betis Balompié;5;90;44;-1;197781;2;12;-1;1;481;78;78;79;79;1;-5;40;76;76;40;225659;0;160;50;197781;1;51;4;197781;449;0;0;0;197781;0;197781;0;0;0;0;40;19000000;55;78;35;1;197781;197781;0;13;0;-1;65;79
450;242;168;76;255;255;60;213;42;150;255;RC Celta de Vigo;5;200;58;-1;192629;2;12;-1;2;110831;78;77;77;79;1;-8;50;77;77;65;192629;0;10;49;192629;1;59;2;192629;450;0;1;0;192629;0;192629;0;0;0;0;53;14000000;62;78;49;1;192629;192629;0;12;0;-1;55;80
