playerid;firstname;lastname;nationid;birthdate
165485;Jason;Demetriou;11;147958
165536;Gustavo;Cabral;52;147193
192220;Patric;Cabral;54;148451
165736;David;Wheater;14;147681
186977;Omar;Merlo;52;147434
165787;Jorge;Ortiz;52;146712
165788;Leonardo;Ulloa;52;147478
200671;Victor;Ulloa;83;149526
166117;Chris;Neal;14;147202
157617;Christian;Kühlwetter;21;151035
166841;Nicky;Adams;50;147560
201491;Daniel;Lafferty;35;148505
182822;Aldo;Angoula;18;145569
198810;Bailey;Wright;195;149672
166862;Jake;Wright;14;147341
177618;Josh;Wright;14;148677
183356;Thomas;Ayasse;18;147684
183359;Gaëtan;Deneuve;18;147029
192789;Mario; Gaspar;45;149060
171044;Carlos;Andrade;54;147659
183797;Vincent;Muratori;18;147851
179527;Loïc;Rémy;18;147638
183831;Ande;Dona Ndoh;103;147413
171097;Marco;Motta;27;147405
193953;Abdoul Razzagui;Camara;118;148783
200484;Ryan;Connolly;25;149475
198497;Mark;Connolly;25;149447
167705;Anthony;Stokes;25;148208
203263;Harry;Maguire;14;149892
167943;Yohan;Cabaye;18;147285
167948;Hugo;Lloris;18;147631
203183;Giovanni;Oliveira;54;148615
182733;Marcelo;Oliveira;54;147724
203556;Rodrigo;Oliveira;54;148524
157271;Ricardo;Oliveira;54;145206
180980;David;Oliveira;54;145959
134779;Jimmy;Briand;18;147120
181455;Aly;Cissokho;18;147894
190015;Mame Ousmane;Cissokho;136;147650
138704;Issa;Cissokho;136;146960
150590;Christophe;Jallet;18;146479
188413;Carlos;Carmona;55;147688
153296;Yoann;Gourcuff;18;147463
153297;Simon;Pouplin;18;147054
157585;Julien;Ielsch;18;146239
158121;Benoît;Costil;18;147820
158625;Dante Bonfim;Costa Santos;54;146466
193980;Thierry;Moutinho;47;149154
163665;Daniel;Congré;18;147001
163705;Steve;Mandanda;18;146993
168630;Mouhamadou;Dabo;18;147603
199170;Bryan;Dabo;101;149511
163804;Julien;Féret;18;145996
167397;Radamel Falcao;García Zarate;56;147312
167936;Jérémy;Sorbon;18;146392
198817;Romain;Amalfitano;18;148606
169069;Jonathan;Martins Pereira;18;147301
169281;Serge;Gakpé;144;147763
172198;Jessy;Moulin;18;147284
176772;Alexandre;Oukidja;97;148202
169078;Luke;Freeman;14;149544
177388;Dimitri;Payet;18;147724
177712;Kévin;Monnet-Paquet;18;148233
178051;Lucas;Deaux;18;148362
157481;Raúl;Albiol;45;147153
178160;Thomas;Mangani;18;147755
169158;Jordens;Peters;34;147759
178251;Romain;Danzé;18;147455
179789;Damien;Da Silva;18;148139
179813;Edinson;Cavani;60;147681
180334;Marcelo Antônio;Guedes Filho;54;147776
180739;Eiji;Kawashima;163;146254
181456;Romain;Genevois;80;147937
172680;Stuart;Sinclair;14;147959
169214;Scott;Sinclair;14;148451
169216;Shane;Long;25;147658
202199;George;Long;14;150137
194146;Kevin;Long;25;148962
184156;Guillaume;François;7;148886
181560;Mapou;Yanga-M'Biwa;18;148502
169343;Michael;Madl;4;148082
169345;Markus;Suttner;4;147742
181820;Stevan;Jovetić;15;148673
182528;Kermit;Erasmus;140;148921
182945;Max;Gradel;108;147970
183389;Giovanni;Sio;108;148457
183395;Cheikh;M'Bengue;136;148206
183483;Konstantinos;Mitroglou;22;148073
203060;Josh;Vela;14;150176
169416;Carlos;Vela;83;148427
183820;Mathieu;Dossevi;144;148044
183898;Ángel;Di María;52;148046
183982;Nolan;Roux;18;148062
184084;Matthieu;Dreyer;18;148446
175789;Birkir;Bjarnason;24;148149
184255;Kolbeinn;Sigþórsson;24;148805
169458;Alex;Bruce;35;146812
183909;Ibrahima;Traoré;118;148113
184873;Ismaël;Traoré;108;147501
169464;Armand;Traoré;136;148648
183833;Ima Faneva;Andriatsima;124;146695
184706;Vincent;Bessat;18;147218
169493;Frank;Fielding;14;148096
169498;Joe;Garner;14;148104
184781;Denis;Petrić;51;148146
183921;Julien;Faussurier;18;147650
169568;Adam;Hammill;14;148026
169575;Lee;Peltier;14;147616
200408;Ben;Gibson;14;149843
184599;Robbie;Simpson;14;146980
184300;Jay;Simpson;14;148337
169609;Jonathan;Grounds;14;148059
186161;Gilles;Sunu;144;149186
186197;Gaël;Kakuta;110;149269
169638;Charlie;Daniels;14;147521
184630;Luke;Daniels;14;148006
169644;Jacques;Maghoma;110;147932
186627;Mario;Balotelli;27;148956
169697;Darren;Randolph;25;147768
169705;Ryan;Bertrand;14;148584
169706;Jack;Cork;14;148543
169710;Liam;Bridcutt;42;148495
187051;Sloan;Privat;18;148572
163530;Jérémy;Clément;18;146779
203355;Robert;Hall;14;150121
188289;Emmanuel;Rivière;18;148794
169792;Jay;Rodriguez;14;148577
188397;Ronny;Rodelin;18;148689
189889;Ezequiel;Luna;52;147594
169912;Byron;Moore;14;148238
194150;Simon;Moore;14;148871
200758;Liam;Moore;82;149859
188696;Franck;Tabanou;18;148397
200475;Maurice;Trapp;21;149462
188943;Kevin;Trapp;21;148921
189207;Jimmy;Durmaz;46;148448
170008;Ben;Hamer;14;147960
190014;Yannis;Salibur;18;149121
170078;Mark;Little;14;148234
170084;Wayne;Hennessey;50;147660
190120;Karl-Johan;Johnsson;46;148760
177299;Julián;Illanes;52;151358
190516;Yassine;El Ghanassy;7;148925
190547;Kamil;Glik;37;148035
190659;Hervé;Bazile;18;148809
190716;Préjuce;Nakoulma;101;147747
190868;Kévin;Théophile-Catherine;18;148668
170342;Paul;Huntington;14;147896
170368;Erik;Lamela;52;149526
192567;Matthias;Zimmermann;21;149630
192205;Rene;Krhin;44;148873
192242;Paul;Lasne;18;148383
192722;Romain;Hamouma;18;147724
192725;Maxime;Le Marchand;18;148651
170597;Tim;Krul;34;148095
193105;Alphonse;Areola;18;149886
170879;Shaun;MacDonald;50;148170
170632;Jamie;MacDonald;42;147378
189163;Alex;MacDonald;42;148836
193147;Anthony;Gonçalves;18;147336
193226;Benjamin;Jeannot;18;149484
193470;Arnaud;Souquet;18;149505
193983;Andy;Delort;97;149379
194845;Wahbi;Khazri;145;149136
195912;Hyun Jun;Suk;167;149277
183925;Lossémy;Karaboué;108;148079
197480;Idriss;Saadi;97;149501
197681;Giannelli;Imbula;110;149718
197937;Papy;Djilobodji;136;148337
198067;François;Moubandje;47;148904
198264;Billy;Ketkeophomphone;18;148815
198394;Alexander;Kačaniklić;46;149322
183965;Jules;Goda;103;148517
183973;Loïc;Nestor;18;148507
198836;Vincent;Pajot;18;148963
198949;Kévin;Malcuit;18;149309
198962;Raïs;M'Bolhi;97;147386
184387;John;Bostock;93;149477
184502;Julien;Cétout;18;148003
199393;Nicolas;Pallois;18;147898
199556;Marco;Verratti;27;149772
199574;Alexandre;Letellier;18;149077
199721;Mathieu;Gorgelin;18;148949
200298;Jonathan;Rivierez;18;148505
200332;Tomáš;Koubek;12;149701
185018;Jean-Pascal;Fontaine;18;148437
163254;Liam;Fontaine;14;147278
190530;Thomas;Fontaine;124;149225
109830;Ibrahim;Mounkoro;126;148786
187993;Kevin;Goba;18;147823
200726;Benjamin;Lecomte;18;149213
201118;Cédric; Soares;38;149340
201042;Djibril;Sidibé;18;149673
201073;Nicolas;De Préville;18;149105
201325;Ciprian;Tătăruşanu;39;147311
201510;Layvin;Kurzawa;18;149710
201966;Alexander;Søderlund;36;147851
202035;Nicolas;Benezet;18;149152
202858;Fabián;Castillo;56;149631
202166;Julian;Draxler;21;150091
202371;Thomas;Meunier;7;149352
177974;Abel;Aguilar;56;146912
182941;Pablo;Aguilar;58;147728
202556;Memphis;Depay;34;150237
202562;Jérôme;Roussillon;18;149834
202672;Danilo Fernando;Avelar;54;148527
203128;Thomas;Monconduit;18;149138
203177;Dimitri;Foulquier;18;149910
203280;Valère;Germain;18;148839
203435;Ismaël;Diomandé;108;149703
203485;Terence;Kongolo;34;150238
203581;Iván;Balliu;1;149463
183518;Rui Pedro;da Rocha Fonte;38;148845
171791;José Miguel;da Rocha Fonte;38;146531
199576;Oriol;Romeu;45;149364
171831;Michael;Mancienne;14;148009
188206;Thomas;Gamiette;18;147443
188383;Pierrick;Valdivia;18;148110
184254;Josué;Ayala;52;148152
171897;Andrés;Guardado;83;147542
183601;Patrick;Fabian;21;147920
197948;Florian;Lejeune;18;149237
174543;Claudio;Bravo;55;146278
172203;Fraser;Forster;14;148078
188386;Edouard;Butin;18;148166
186395;Matt;Ritchie;42;148620
189833;Richard;Tait;42;148703
199313;Abdoulaye;Bamba;108;148847
190523;Edgar;Benítez;58;147948
188601;Alexandre;Coeff;18;149513
172553;Jonas;Lössl;13;148399
183829;Mohamed;Youssouf;18;148087
193060;Toni;Varela;104;147435
172723;Asmir;Begović;8;147807
188688;Jimmy;Nirlo;18;148237
201277;Mathias;Nielsen;13;149158
177373;Lasse;Nielsen;13;148009
190738;Håvard;Nielsen;36;150024
172768;Andrew;Surman;14;147503
172837;Enrico;Alfonso;27;148126
187313;Jorge;Santos Silva;54;147749
172871;Jan;Vertonghen;7;147750
194791;Ronan;Murray;25;149352
200900;Sean;Murray;25;150112
172939;Keiren;Westwood;25;146837
189280;Ashley;Westwood;14;148823
172953;Adrian;Mariappa;82;147547
172960;Lewis;Grabban;82;148013
172962;Victor;Moses;133;149078
189003;Gaëtan;Belaud;18;147530
173306;Cristian;Ansaldi;52;147534
173426;Simon;Mignolet;7;148067
173434;Pablo;Barrera;83;147808
186905;Ashley;Barnes;4;148670
198100;Emanuel;Biancucchi;52;148211
173530;Sone;Aluko;133;148417
173531;Ben;Amos;14;148832
173533;David;Button;14;148425
173546;James;Tomkins;14;148455
173608;José Luis;Sanmartín Mato;45;148818
183138;Krystian;Pearce;14;148737
173614;Jason;Pearce;14;147976
178584;Alex;Pearce;25;148315
173671;Kyle;McFadzean;14;147695
173752;Chris;Gunter;50;148569
191093;Rémi;Pillot;18;148940
200855;George;Baldock;22;149896
173859;Sam;Baldock;14;148441
173891;Lucas;Akins;14;148423
173895;Simon;Eastwood;14;148544
177465;Benedikt;Fernandez;21;146914
192608;Maxime;Barthelmé;18;148253
192647;Gaëtan;Charbonnier;18;148363
184763;Yohann;Thuram;18;148306
192738;Matthieu;Sans;18;148169
175932;Ritchie;De Laet;7;148334
121332;Djigui;Diarra;126;150616
179551;Ola;Kamara;36;148655
192963;Livio;Nabab;18;148167
193148;Vincent;Le Goff;18;148655
193376;Lalaina;Nomenjanahary;124;147287
198229;Férébory;Doré;107;148388
176550;David;Ospina;56;148245
176571;André;Ayew;117;148718
197756;Jordan;Ayew;117;149351
176619;Adrián;Ramos;56;147293
155862;Sergio;Ramos;45;147360
196435;Christian;Ramos;59;148310
193683;Xavier;Chavalerin;18;149163
176841;Lukas;Jutkiewicz;14;148454
176994;Régis;Gurtner;18;147613
176681;Marcelo;Lomba;54;147623
177358;Morgan;Schneiderlin;18;148679
177414;Tom;Pope;14;147145
198348;Mathias;Autret;18;149157
198816;Pierre;Bouby;18;146465
199287;Eric;Tié Bi;108;148933
177578;Sebastian;Prödl;4;147808
199378;Mathieu;Duhamel;18;146734
199387;Pablo;Chavarría;52;148003
199419;Yoann;Court;18;148746
199522;John;Tshibumbu;110;148373
199537;Joffrey;Cuffaut;18;148076
199636;Medhy;Guezoui;18;148456
199781;Romain;Métanire;18;148819
199800;Zakarya;Bergdich;129;148374
200130;Rémi;Mulumba;110;149769
200663;Oumare;Tounkara;18;148877
200965;Sanaa;Altama;106;148936
200968;Florent;Ogier;18;148447
201138;Zacharie;Boucher;18;149529
201879;Anthony;Rogie;18;149250
155871;Bartosz;Białkowski;37;147823
177922;Kamil;Grosicki;37;148161
171055;Eduardo;Guerrero;87;152436
194014;Fernando;Guerrero;57;148640
150525;Paolo;Guerrero;59;146541
198625;Scott;Bain;42;149423
200752;Juan; Jesus;54;149258
178088;Juan Manuel;Mata García;45;148120
178091;Stefano;Okaka;27;148588
178213;Etienne;Capoue;18;148194
178218;Stephen;Darby;14;148281
202448;Leonardo;Moreira;54;149373
165816;Jonathan;Moreira;54;147329
178287;Scott;Arfield;70;148307
192320;Gary;Gardner;14;149643
178509;Olivier;Giroud;18;147544
178567;Erik;Pieters;34;148221
178628;Fernando;Forestieri;27;148747
198145;Sergio;Araujo;52;149490
179547;Vito;Mannone;27;148063
179574;Gary;Hooper;14;148027
179591;Pablo;Hernández Dominguez;45;147007
179636;David;Worrall;14;148895
179663;Tommy;Rowe;14;148269
192481;Danny;Rowe;14;149531
179665;Anthony;Pilkington;25;148159
192816;Leandro;Cabrera;60;149346
176472;Nelson;Cabrera;53;146287
179731;David;Cabrera;83;148617
179746;Sam;Vokes;50;148661
203310;Chris;Harold;195;149658
179831;Craig;Curran;14;148602
179844;Diego;da Silva Costa;45;148282
179897;Ragnar;Sigurðsson;24;147441
152950;Grzegorz;Wojtkowiak;37;146566
179944;David Luiz;Moreira Marinho;54;147748
180216;Séamus;Coleman;25;148286
180283;Sung Yueng;Ki;167;148391
189828;Mark;Byrne;25;148315
202814;Nathan;Byrne;14;149619
180403;Willian;Borges da Silva;54;148223
180818;David;McGoldrick;25;147969
180819;Adam;Lallana;14;148132
181098;Makoto;Hasebe;163;146558
181291;Georginio;Wijnaldum;34;149047
196933;Jonathan;Nanizayamo;18;149253
189568;Abdoul;Sissoko;126;148811
183394;Moussa;Sissoko;18;148595
200793;Clark;Robertson;42;150076
181457;Chris;Robertson;42;147555
167925;Joey;O'Brien;25;147319
194148;Mark;O'Brien;25;149787
181872;Arturo;Vidal;55;147778
171318;Diego;Capel;45;148048
202345;João Filipe;Rabelo;54;148163
201475;Gianluca;Gaetano;27;152510
202793;Alessandro;Berardi;27;149113
202697;Jack;Stephens;14;150220
182207;David;Stockdale;14;147230
182209;Mark;Beevers;14;148692
182331;Charlie;Clough;14;148978
182520;Martin;Männel;21;148077
178032;Patrick;Mainka;21;150503
186645;Sean;Franklin;95;146986
194963;André;Ribeiro;54;149002
182761;Adam;Legzdins;14;147598
187478;Jair;Pereira;83;147459
192693;Eduardo;Pereira;54;149469
172098;Álvaro;Pereira;60;147238
199474;António;Pereira;54;146664
187027;Fernando;Pereira;54;147573
198017;Michael;Pereira;18;147978
187069;Erik;Vera;83;149546
186300;Oscar;Vera;83;147340
182944;Neal;Bishop;14;145664
183066;Mathieu;Baudry;18;148056
183125;Troy;Deeney;14;148182
183130;Marc;Albrighton;14;148689
183220;Jan;Morávek;12;148672
183256;Henri;Saivet;136;149031
183280;Adil;Rami;18;147267
183285;Mamadou;Sakho;18;148776
199493;Diego;Mariño;45;148861
183288;Yohan;Benalouane;145;147723
146111;Mikel;Rico Moreno;45;146849
157389;Kwadwo;Poku;117;149495
183361;Anthony;Weber;18;147798
146748;Diego;López Rodríguez;45;145752
146947;Mikel;Vesga;45;149969
183385;Adlène;Guédioura;97;147222
198015;Giovanni;Giovanni;54;148615
146952;Iván;Cuéllar;45;146688
72707;Adrian;Zeljković;44;153346
146996;Rubén;Martínez Andrade;45;146714
183581;Jesús;Molina;83;148090
199669;Leandro;González Pírez;52;149519
183422;Jonny;Howson;14;148143
183427;Fabian;Delph;14;148692
183453;Prince;Oniangué;107;148310
183465;Jack;Rodwell;14;149167
157479;Pedro;López Muñoz;45;146480
158023;Lionel;Messi;52;147811
183540;Barry;Bannan;42;148702
185221;Luiz; Gustavo;54;147840
183546;Jonathan;Hogg;14;148342
164852;Bruno Alexandre;Vilela Gama;38;147955
165153;Karim;Benzema;18;147989
183567;Erwin;Mulder;34;148429
183569;Eric Maxim;Choupo-Moting;103;148449
166074;Tiago Manuel;Dias Correia;104;148925
166664;Francisco José;Molinero Calderón;45;147113
168651;Ivan;Rakitić;10;148071
183681;Robbie;Weir;35;148345
183706;Martyn;Waghorn;14;148755
171189;Aythami;Artiles Oliva;45;147363
171579;Raúl;García Escudero;45;147463
172256;Martín;Bengoa Díez;45;150518
201061;Elvis;Manu;34;150053
200949;Lucas; Moura;54;149688
183781;Andreas;Bjelland;13;148194
172522;Daniel;Wass;13;148518
175379;Pedro León;Sánchez Gil;45;147599
176094;Przemysław;Tytoń;37;147640
51324;Mathias;Suárez;60;151099
176600;Kévin;Gameiro;18;147765
176676;Marcelo;Vieira da Silva;54;148134
169195;Renato;Augusto;54;148040
183855;Angelo;Ogbonna;27;148145
176993;Bojan;Krkić Pérez;45;148972
200525;Sam;Walker;14;149372
188377;Kyle;Walker;14;148880
183885;Kevin;Walker;46;148582
177003;Luka;Modrić;10;147158
183893;Claudio;Yacob;52;147835
177633;Ángel Luís;Rodríguez Díaz;45;147752
177644;Francisco;Casilla Cortés;45;147546
183916;Jérémy;Pied;18;148421
178031;Paul;Baysse;18;148140
183940;Vurnon;Anita;85;148461
178086;Antonio;Adán Garrido;45;147769
178424;Vitorino;Pacheco Antunes;38;147727
201434;Eduardo;Antunes;54;149517
178562;Éver;Banega;52;148182
178616;Adrián;González Morales;45;148147
178625;Pedro;Mosquera Parada;45;148113
178746;Miguel;Torres Gómez;45;147299
178750;Sergio;Asenjo Andrés;45;148546
191043;Alex;Sandro;54;149123
179645;Simon;Kjær;13;148452
180359;Luis Carlos;Correia Pinto;38;147031
184087;Toby;Alderweireld;7;148428
181816;Antonio;Rukavina;51;146566
184111;Christian;Benteke;7;149069
184133;André;Castro Pereira;38;148094
182002;Sidnei Rechel;da Silva Júnior;54;148602
182435;Mitchell;Langerak;195;148236
182493;Diego;Godín;60;147318
182896;Roberto;Rosales;61;148326
183068;Claudio;Beauvue;18;148108
183141;Oier;Olazábal Paredes;45;148624
183892;Gabriel;Mercado;52;147713
176376;Ignacio;Piatti;52;146941
183899;Pablo;Piatti;52;148457
183966;Facundo;Roncaglia;52;147677
184200;Marko;Arnautović;4;148476
184144;Nicolás;Gaitán;52;148055
187998;Rafael;Pires Monteiro;54;148541
201949;Kim;Ojo;133;148338
186537;Cristhian;Stuani;60;147556
184274;Chris;Basham;14;148203
186695;Ezequiel;Muñoz;52;149013
142998;Cristian;Muñoz;52;144166
184288;Dorian;Dervite;18;148208
186805;Jefferson;Montero;57;148611
196906;Ronny;Montero;53;149232
187688;Paulo Henrique;Chagas de Lima;54;148652
187936;Steven;N'Zonzi;18;148351
187961;José Paulo;Bezerra M. Júnior;54;148208
188135;Juan Francisco;Moreno Fuertes;45;148256
184392;Matteo;Darmian;27;148703
188232;Abdoul Karim;Yoda;18;148300
188337;Mubarak;Wakaso;117;148938
184432;César;Azpilicueta Tanco;45;148607
188388;Ryad;Boudebouz;97;148782
188554;Daniel;Pacheco Lobato;45;149102
184471;Alan;Judge;25;148317
184501;Michael;Lang;47;149136
189332;Jordi;Alba Ramos;45;148447
184515;Nick;Blackman;14;148682
189511;Sergio;Busquets Burgos;45;148199
189513;Daniel;Parejo Muñoz;45;148473
184624;Jordan;Rhodes;42;148768
189690;Vicente;Guaita;45;147646
189701;David;Rodriguez Lombán;45;147792
189709;Pedro;Alcalá Guirado;45;148445
184707;Gary;Madine;14;148968
184716;Joe;Allen;50;148805
184749;Dan;Gosling;14;148764
190143;José Ángel;Valdés Díaz;45;148615
190149;Óscar;De Marcos;45;148471
190223;Mikel;Balenziaga;45;148061
190286;Sergio;Canales Madrazo;45;149144
199482;Anthony;Lopes;38;149006
186600;Wesley;Lopes;54;147811
202014;Roberto;Lopes;25;149631
190507;Xabier;Etxeita Gorritxat.;45;147940
190584;Asier;Illarramendi;45;148799
191210;Sébastien;Corchia;18;149037
191628;Leandro;Chichizola;52;148818
192476;Andreu;Fontàs Prat;45;148685
192679;Sergio;Escudero Palomo;45;148612
192766;Marc;Muniesa Martínez;45;149549
199354;Lucas;Pérez Martínez;45;148255
184696;Flavio;Santos;83;151349
202550;Anderson;Santos;54;148872
189416;Eduardo;Santos;54;147595
52480;Sergio;Santos;54;150440
191001;Rafael;Santos;54;148440
193169;Christian;Santos;61;148085
193469;Víctor;Ruíz Torre;45;148392
193747;Jorge;Resurrección;45;149470
193844;Francisco;Portillo Soler;45;148896
196432;Enzo;Pérez;52;147324
193887;Hernán;Pérez;58;148423
199964;Marco;Pérez;56;148993
194229;Hugo;Mallo Novegil;45;149270
194644;Martín;Montoya Torralbo;45;149201
164240;Thiago; Silva;54;146806
194765;Antoine;Griezmann;18;149177
188166;Matt;Phillips;42;149169
195698;Cheick;Doukouré;108;149717
185349;Denis;Odoi;117;148149
185422;Joshua;King;36;149477
174006;Richard;King;82;153081
186578;Andy;King;50;148304
198023;Joaquín;Navarro Jiménez;45;148755
198150;Miguel Ángel;Guerrero Martín;45;148925
198198;Jordi;Amat Maas;45;149543
146701;Raúl;García Carnero;45;148487
198329;Rodrigo;Moreno Machado;45;149162
186143;Oliver;Norwood;35;149199
186146;Danny;Welbeck;14;149062
198614;Raúl;Rodríguez Navas;45;148133
198715;Sergio;León Limones;45;148373
186156;Luke;Ayling;14;149334
184013;Marvin;Bartley;14;147456
186158;Kyle;Bartley;14;149239
186190;Patrick;van Aanholt;34;148973
198950;Pablo;Sarabia;45;149594
186238;Jake;Kean;14;149132
198951;Cédric;Bakambu;110;149198
199101;Raúl;Lizoain Cruz;45;149124
199110;Luis;Muriel;56;149205
186345;Kieran;Trippier;14;148994
199561;Manuel;Agudo Durán;45;147559
197641;Benjamin;Leroy;18;148464
186422;Sean;Scannell;25;148992
199602;John;Guidetti;46;149568
199715;Víctor;Machín Pérez;45;148673
201305;Gabriel; Paulista;54;149062
199829;David;Timor Copoví;45;148657
200228;Bruno;González Cabrera;45;148876
200315;Cristian;Tello;45;149328
200389;Jan;Oblak;44;149835
200454;Francisco;Alcácer García;45;150070
186533;Patrick;Nyarko;117;147286
200458;Lucas;Digne;18;150029
186561;Aaron;Ramsey;50;149092
201041;Lionel;Carole;18;149199
191655;Kim;Seung-gyu;167;149005
186598;Kyle;Naughton;14;148317
198581;Óscar;Murillo;56;148110
201455;Geoffrey;Kondogbia;105;149874
201535;Raphaël;Varane;18;149943
201858;Nicola;Sansone;27;149350
189894;Gianluca;Sansone;27;147768
201893;José Luis;Garcia del Pozo;45;149108
202087;Johannes;Geis;21;150057
202413;Hernán;Santana Trujillo;45;148970
202445;Rodrigo;Ely;54;150135
202477;Gerard;Deulofeu;45;150265
202501;David;Juncà Reñé;45;150148
186783;Albert;Adomah;117;147983
202685;Simone;Zaza;27;149273
201417;Matt;Doherty;25;149478
183512;Yuri;Berchiche;45;148773
187150;Will;Buckley;14;148692
194519;Juan;Fuentes;45;148737
187205;Luis;Fuentes;83;147528
202599;Igor;Caique Coronado;54;149693
187225;Omar;Mendoza;83;148303
198601;Luis;Mendoza;83;148766
177576;David;N'Gog;18;148458
160804;Juan Manuel;Vázquez;52;148920
176509;Jimmy;Roca;53;152143
187924;Clément;Grenier;18;149104
188094;Jon;McLaughlin;42;148248
202033;Stephen;McLaughlin;25;148897
